feature,target,spearman_rho,p_value,n,abs_rho
perimeter_m,coh_long,0.11904761904761905,0.7788857260523797,8,0.11904761904761905
core_frac_100,att_2-7d,0.1091089451179962,0.7970385741881917,8,0.1091089451179962
core_frac_100,coh_18-30h (diurnal),-0.1091089451179962,0.7970385741881917,8,0.1091089451179962
core_frac_100,coh_2-7d,0.1091089451179962,0.7970385741881917,8,0.1091089451179962
core_frac_100,coh_diurnal,-0.1091089451179962,0.7970385741881917,8,0.1091089451179962
edge_frac_100,att_2-7d,-0.1091089451179962,0.7970385741881917,8,0.1091089451179962
edge_frac_100,coh_18-30h (diurnal),0.1091089451179962,0.7970385741881917,8,0.1091089451179962
edge_frac_100,coh_2-7d,-0.1091089451179962,0.7970385741881917,8,0.1091089451179962
edge_frac_100,coh_diurnal,0.1091089451179962,0.7970385741881917,8,0.1091089451179962
bbox_fill_ratio,att_long,0.09523809523809526,0.8225054302036114,8,0.09523809523809526
convexity_fill,att_2-7d,-0.09523809523809526,0.8225054302036114,8,0.09523809523809526
distance_km,att_7-14d,-0.09523809523809526,0.8225054302036114,8,0.09523809523809526
perimeter_m,att_2-7d,0.09523809523809526,0.8225054302036114,8,0.09523809523809526
perimeter_m,att_7-14d,0.09523809523809526,0.8225054302036114,8,0.09523809523809526
perimeter_m,coh_2-7d,0.09523809523809526,0.8225054302036114,8,0.09523809523809526
core_frac_100,att_6-18h,0.08183170883849715,0.8472491451028784,8,0.08183170883849715
core_frac_100,att_7-14d,-0.08183170883849715,0.8472491451028784,8,0.08183170883849715
edge_frac_100,att_6-18h,-0.08183170883849715,0.8472491451028784,8,0.08183170883849715
edge_frac_100,att_7-14d,0.08183170883849715,0.8472491451028784,8,0.08183170883849715
convexity_fill,att_long,-0.07142857142857144,0.8665262706759088,8,0.07142857142857144
convexity_fill,coh_2-7d,-0.07142857142857144,0.8665262706759088,8,0.07142857142857144
distance_km,att_6-18h,0.07142857142857144,0.8665262706759088,8,0.07142857142857144
perimeter_m,att_18-30h (diurnal),0.07142857142857144,0.8665262706759088,8,0.07142857142857144
perimeter_m,att_diurnal,0.07142857142857144,0.8665262706759088,8,0.07142857142857144
bbox_fill_ratio,att_6-18h,0.04761904761904763,0.9108491685195836,8,0.04761904761904763
compactness_polsby,att_2-6h,-0.04761904761904763,0.9108491685195836,8,0.04761904761904763
convexity_fill,coh_7-14d,-0.04761904761904763,0.9108491685195836,8,0.04761904761904763
convexity_fill,coh_long,-0.04761904761904763,0.9108491685195836,8,0.04761904761904763
elongation_ratio,att_2-6h,-0.04761904761904763,0.9108491685195836,8,0.04761904761904763
elongation_ratio,coh_2-6h,0.04761904761904763,0.9108491685195836,8,0.04761904761904763
core_frac_100,att_long,-0.02727723627949905,0.9488805457664998,8,0.02727723627949905
core_frac_100,att_short,0.02727723627949905,0.9488805457664998,8,0.02727723627949905
core_frac_100,coh_7-14d,-0.02727723627949905,0.9488805457664998,8,0.02727723627949905
core_frac_100,coh_long,-0.02727723627949905,0.9488805457664998,8,0.02727723627949905
edge_frac_100,att_long,0.02727723627949905,0.9488805457664998,8,0.02727723627949905
edge_frac_100,att_short,-0.02727723627949905,0.9488805457664998,8,0.02727723627949905
edge_frac_100,coh_7-14d,0.02727723627949905,0.9488805457664998,8,0.02727723627949905
edge_frac_100,coh_long,0.02727723627949905,0.9488805457664998,8,0.02727723627949905
bbox_fill_ratio,att_7-14d,0.023809523809523815,0.9553740118158807,8,0.023809523809523815
bbox_fill_ratio,att_short,-0.023809523809523815,0.9553740118158807,8,0.023809523809523815
distance_km,att_long,-0.023809523809523815,0.9553740118158807,8,0.023809523809523815
effective_width_m,coh_18-30h (diurnal),-0.023809523809523815,0.9553740118158807,8,0.023809523809523815
effective_width_m,coh_diurnal,-0.023809523809523815,0.9553740118158807,8,0.023809523809523815
perimeter_to_area,coh_18-30h (diurnal),0.023809523809523815,0.9553740118158807,8,0.023809523809523815
perimeter_to_area,coh_diurnal,0.023809523809523815,0.9553740118158807,8,0.023809523809523815
convexity_fill,att_2-6h,0.0,1.0,8,0.0
distance_km,att_2-7d,0.0,1.0,8,0.0
distance_km,att_short,0.0,1.0,8,0.0
